Id,ProductId,Summary,Text
40021,B00017LEY8,Horrible Product,This is supposed to be tender popcorn and it is anything but that and the seller will not respond to my emails requesting a refund.  I am very sorry I ordered this product.
126857,B001FYUVLI,love that these are yogurt flavor!  my dog loves booda bones!,I have no problem w/my dog eating these.  He loves these booda bones. I had never seen the yogurt ones; he loves them.
51545,B004HOLD92,"Taste great, price not so great!!","The cans are teeny tiny, and for what they charge it's just not worth the expense. Also, I really hate how they charge different prices for different flavors. That is the most ridiculous thing I have ever seen. The product itself is yummy, just not happy about the prices."
2713,B003NDA970,"Too small, too much shell & not enough white fluffy part","I purchased the baby white by accident.  We usually get the medium white, which is great.  The baby is so small when popped that the taste and texture of the hull shell really overwhelm it."
56692,B0012XBD7I,Fantastic,"I've eaten other brands of unsalted potato chips and they've always been terrible.  I didn't expect much when I bought these.  But after I tasted them I was amazed.  I have never enjoyed unsalted potato chips before these.  They have a natural potato flavor with thick, crunchy chips.  The only bad thing is the bag is a pain to open.  Use scissors and save yourself the aggravation."
31346,B00286M6TW,I though it was terrible!,"I wanted so badly to like these meals since I rarely go out for lunch, but they were awful! It looks and tastes like gravy, noodles, and potted meat mixed in a bowl. I ordered three different varieties and this was the worst of them all."
56236,B0039ZOZ86,very disappointed,was looking for a low fat/sodium kosher/pareve snack but this product has no taste and I am very disappointed and will have to keep looking.
472167,B001B1KH1Y,it works!,Spray on all opened cracks throughout my house and ants don't come back. I haven't had a chance to try it outside though.
506388,B001C15JCU,Chicken Jerky,"The product serving size doesn't seem to be as standard as I remember the Costco ones, but I and my pup both like being back. And I will be back."
8779,B000MGSJ5A,AGAR,Very difficult to work with - tends to turn to solid rock even when following directions - taste is less than desirable
51875,B0008D6U26,beware the red & black!,"These colors work pretty well, although they are not quite as vibrant as another brand gel color that I have. What IS very disappointing is the taste! There shouldn't be any taste, and it's very noticeable in both the red and the black. I'll be buying a different brand from now on."
32354,B001AJ1ULS,doggie ice cream,I don't know what they put in this stuff but my dogs go absolutely crazy for it and the Amazon price was by far the lowest.<br /><br />Rich
1615,B001RVFDOO,Can't beat the taste.,A while ago I got a bag of the BBQ at a store to go with my lunch and I loved these so when I was searching amazon and found these on subscribe and save I knew that this was something that I had to have for my lunches. I love the fact you get all the different flavors and as of yet I have not found a flavor I did not like. Being from England I am very picky about my flavors of chips or crisps as I would call them as there seems to be such limited flavors but this box gives me flavors I can't complain. I also love the fact that 5% fat is the fat content which just makes them an even better snack. My only issue now is that I have to fight my husband and son over them because they love them just as much as I do. I have now had to go to a box a month but even then I am not sure I can have enough for the month with the three of us eating them every chance we can.
4963,B001DW2RGO,Has an affect.,"Six Hour Power does help to create a more energetic and alert state.  The affect does not last anywhere near six hours.  For me it was a couple of hours.  It is not as strong as Five Hour Power high strength, but it is not positioned as high strength either.  For the money, I would buy this again over the regular Five Hour Power product."
73564,B002KB7CWQ,Worst cashews,These are the worst cashews that I have ever purchased. They arrived soft and chewy. Definitely not crunchy. I would be embarrassed to serve these to my guests or to use them in a recipe.
5482,B00622CYVI,Careful of the price,"Beware of what you are being charged .... it says that it's $9.99 but 911Drugstore is charing you $39.99 plus $14 in shipping. (I've found this to be true for several other items on this site.)<br />I'm not sure if this is a misprint .... Amazon doesn't seem to think it's an issue since the seller can charge whatever they want for the item.  I disagree, and think it's Amazon's responisbility to get to the bottom of this."
129269,B0043XG8NS,Corn on the Cob Queen,I cook all my Corn on the Cob with this season. It is the highlight of a dinner or Barbeque.
428610,B002R8J7YS,My dog loves these,I have purchased all the flavors and our dog enjoys them all. I like the size for calorie control and the ingredients don't include any junk!
47236,B0029O10P4,Im skeptical as to what is in these things!,So my cat loves these things. She practically hisses at me at random times and jumps on the counter throws the bag on the floor and starts swatting the bag all over the house. I then put them in the cubbard and I found her in the cubbard one day crying to get out. Its insane. She acts like someone on crack. Im starting to question what they put in these. Is there really a lot of regulation regarding cat snacks. I doubt it. Ive tried to stop giving them to her but she then turns her back to me and pouts for days to weeks on end. It has taken me a while to figure out what was going on with her and I have narrowed it down to these Temptation snacks. Im concerned about what drugs they put in these.
253908,B003VKR0EU,safe infant milk,"Safety of the baby milk powder, if the baby likes the taste, I will consider to purchase, thank you Amazon"
64309,B001EO5YAC,Not for me,"smelled nice, color was a very light tan/brown. I did a course grind for a french press and it was very weak and not drinkable in my opinion. I am not sure if I got a bad one, or if it's just not meant for a french press."
16950,B0051LNWPI,Just what we wanted!,"My son wanted a pitcher plant and after reading the reviews we decided to try this one. It arrived looking just like the one in the photo and now about six weeks later, it has about doubled the number of shoots growing from it. I wouldn't hesitate to order another plant from this dealer."
1246,B001209QMU,Too good to be true.,"After years of drinking Red Bull, Rockstar, Monster and some others, I have found the holy grail of energy drinks. It kicks in within 2-3 minutes and it lasts an entire work day. After seven hours or so, you gradually come down. There is no anxiety or disphoria when it wears off. You just get very sleepy when you finally rest.<br /><br />Redline Power Rush is the very best product on the market. If it were illegal I would buy it on the black market. 'Nuff said."
67287,B004JRXZKM,Gross!! Don't waste your money!,"I feel for all the hype on these noodles.  I bought the six pack of the angel hair noodles.  I followed directions on the package and then served them in my stir fry as my noodles.  They smell like fish, and have a texture like worms.  It is the most horrible thing I have ever put in my mouth.  Now I have five left and can't return these things.  I may try putting them outside to see if the birds or raccoons will eat them."
192205,B000CQC0B4,Doesn't Taste Live Vanilla,"I cannot detect any vanilla flavor at all in this tea, instead it tastes like cloves."
2769,B003NDA970,Delicious Popcorn,"This is delicious popcorn -- lost a star because I use a hot air popper and many of them  ""jump"" out before popping.  Great flavor, great texture - tender.  I do not add anything even though I have purchased three different flavored toppings.<br /><br />Thanks,"
98591,B004GW6O9E,This is a part of my daily life,I have one daily and I have one in my purse at all times. !
4987,B0017T556M,Cinnamon Good,In my area one cannot find Cinnamon Mentos.  I am so happy I was able to find this flavor.  I just love this product.
2476,B002JX7GVM,If You REALLY Like Sweet...,"...Then O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is the drink for you.  I found this drink to be almost overpoweringly sweet as a standalone beverage.  According to the package, O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE contains natural coconut water, natural pineapple juice, cane juice, vitamin C, and natural fruit flavor.  Personally, with the coconut and the pineapple, I think they could have left out the sugar cane.<br /><br />However, when I paired O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE with a light snack of cheese and crackers, it became a very tasty, refreshing drink.  I, apparently, needed a little salt and/or savory to make O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE completely palatable.  With the afore mentioned snack, the O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is really delightful.  I can also see it being very invigorating on a hot summer today (not so much with the cold winter weather).<br /><br />O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE comes in a handy 8.5 oz box with a place to punch a straw through.  This type of packaging is nice if you are on the go or have kids.  Just throw it in your bag and go.<br /><br />Prior to this experience, I had not heard of coconut water.  On the packaging it says ""O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is a blend of the natural water from inside a young, green coconut and sweet, golden pineapple juice. It has five essential electrolytes, more potassium than a banana, no fat, no cholesterol, and no preservatives.""  Huh...who knew you could drink a green coconut?  Educational and a good source of potassium.  Being allergic to bananas, it is always good to have another source.<br /><br />Overall, I would not drink O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE by itself in the middle of winter.  But together with non-sugary snack or in the high heat of summer, I would definitely give O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE another try."
48017,B004SRH2B6,Good batch,"Starting off- I hate the taste of coconut water. I like coconuts, coconut milk and things that are flavored with coconut, but the water is aweful! I have been only drinking the chocoloate coconut water (which is mixed w/a little coconut cream), but at 110 calories and sugars added I decided that I need to expand my horizons. I did hesitate b/c I read many of the reviews and some people received bad batches (if I were this person, I would have definately contacted the company)- however my batch was good! And while this doesn't taste like the chocolate coconut water (which tastes like slightly watery chocolate milk), this is pretty decent and I will continue my subscription."
6416,B002AYEBQI,my cats wouldn't eat it...,My cats absolutely would not eat this food so it was a waste of money..it is just sitting in our cabinets.  I will donate it to a shelter...
5850,B001EQ5EJQ,Wonderful product...,"Always a fan of La Tourangelle oils, this time the hazelnut oil was received as a gift via Amazon.<br /><br />Not only is the oil wonderful and delicate for salads, and some sauteeing, Amazon now packages the cans to come dent free and protected.<br /><br />Great buy!"
7430,B005LMLXN0,As good as advertised,"I saw an ad for Runa guayusa in Mother Jones magazine and because it is a Fair Trade item and described as less bitter than tea, I thought I'd give it a try.<br /><br />It is exactly as advertised - no bitterness, just a little hint of sweetness, and a nice gentle flavor.  Very easy drinking, and it does give a kick of caffeine energy.  I have been a Diet Pepsi / Diet Coke drinker for 25 years because I like their tastes and the caffeine (never could do coffee and tea is too bitter), but I have recently converted to being a bicycle commuter for work and needed to ditch the heavy soda drinks.  This guayusa is perfect - as tea bags, it is obviously lighter than hauling around sodas, and it has more caffeine too.  Better for me, too.  And no bitterness like tea or coffee.  And I'm supporting fair trade small farmers in Ecuador instead of giant soda companies.  The packaging is 100% recycled, 70% post-consumer.<br /><br />This guayusa is as good as advertised, I like drinking it, and I can't think of any negatives.  5 stars.  I'm glad I found this product, it is worth the price."
62443,B0040Q0EJW,Authentic Noodles and Soup,"The noodles are fresh, not dried.  The soup is tasty and I wouldn't be disappointed if a restaurant served me this."
15579,B000255OIG,All Natural and Dogs Love them,"We have been using these dog treats for a long time.  The dogs love them a lot!  You cannot go wrong with these because they are all natural.<br />The only thing that I would say is a little disappointing about them is that some of the pieces are very small making them no good as treats.  You end up with liver ""dust"" when the larger pieces are used.  I generally take this ""dust"" and mix it into home made dog food for extra flavor.  Therefore, no product gets wasted."
527004,B005NH4Q8M,excelente,son semillas de girasol de excelente calidad y ell servisio de envio rapido y eficas<br />deberian tener mas en stock
251217,B000JOE224,Doggies too,I use these for my dogs because they are smaller than the dog ones and I only give 1/2 a pill.
105678,B000GFZIN8,Chocolate City,The chocolate coins were a hit at my Vegas party!  It gave the party that added touch of authenticity!
75757,B004MO6NI8,I don't have the energy to get another.,"Where red bull is your standard, and for good reason, there are always going to be other attempts at achieving their success. Make it bigger. Creepy can to appeal to the kids. Illusion of a hard core drink without the so-called ""kick"".<br /><br />It's just ""eh"". Energy drinks never really taste too great.  So this has it's cough syrup flavored carbonation with extra water to make it big. At least with Red Bull, they have the formula down to give it their ""wings"".  But No Fear, I fear is too weird.  I don't get it.  I was given one can, so I can only rate my one short experience with it as non-effective, and not worth the unpleasant taste.  I won't be going out of my way to buy one.  But, if I wanted a couple energy drinks, and they were the only ones available, I guess I would get them.  But there really is no point."
548482,B000ER6YGI,Great baby food!,My son loves them.  How can you complain when your baby is gobbling up vegetables?
49868,B000FKMNSM,LifeSavers,"Everyone at work loves LifeSavers, whether you crunch or suck on them.  All except the GREEN and WHITES.  Come on LifeSavers, bring out a grape\blackberry only bag!"
473074,B008FHUKE6,Hazelnut k-cups,These are so yum. They're my favourite flavoured coffee!  Wish they sold them in South Africa so that I didn't have to buy online only.
18130,B008ZRKZSM,Outrageious pricing,"The pricing is way off.  The description says that it is a savings over the $14.95 retail price, but that is the price of 4 jars at Bell Plantation's website, not just one like on Amazon.  I will be buying this somewhere else."
168392,B0001ES9F8,Senseo Sumatra Coffee,"This is my very favorite coffee, and I am very sad that it has been unavailable for months.  Unfortunately, my Senseo Supreme coffee machine will not allow use of most brands of pods."
57561,B0029NWW5W,Variety Pak,This was a no brainer.  I bought it on sale so it was less expensive than the grocery store and had free shipping.  My dog loves this brand and it is a no mess no fuss package.
8094,B000QSORLO,Eukanuba,"Puppy loves the food.  Never has digestive issues.  Love the 16 lb bag, so I only have to buy one per month."
6981,B004K30HO2,disposakup,work OK. main problem they leak out the top a bit as well as inside the machine.  is it worth the extra work?  it is if you want to pay a fraction of the cos of a k-cup.  plus you can use any coffee you desire.
2143,B002BB7EWI,Tasty and convenient!,"I discovered these when my daughter was about 15 months old. I wish I had found them earlier. They are organic, taste great, are easy for toddlers to handle and very convenient! I always keep some in my purse and in the car when we're out and about. They are not messy, unless of course they decide to squeeze the pouch, which only happens for us when she's not hungry.<br /><br />The Plum Organics line also includes some varieties with fruits and vegetables mixed together. They taste surprisingly good and are one way to get my picky eater to eat some veggies. You can find some varieties at reasonable prices on Amazon, others are more expensive for some reason. Babies R Us has had a sale every other month or so where you can get them for $1 each if you buy them in sets of 8. That is usually when I stock up for the next two months. :)"
54747,B0040XD4RO,TERRIBLE PACKAGING - DON'T BUY IT ONLINE AT AMAZON!,Beacuse of terrible packaging the plastic bags in the boxes were opened and all my cereal was on a floor making huge mess.<br />I am very dissapointed with this order and I already left my opinion about packaging. If you can go to the store and buy it from the shelf - you will be at least able to try this cereal. I couldn't.
388622,B00432IE90,Love this,"I have been looking for this for 3 years. I can never find this locally, so know that I can get it, I'm stocking up!!!!"
468712,B000KOQJ4C,Convenient,"While the product is convenient, I could taste a bit of ""packaging taste"" along with the rice. Having purchased 12, I hope it was just a one-time occurrence!"
199860,B001E52VJS,Good energy drink,"I get only a few hours sleep a night, I needed something to get me through meetings and this really worked."
1485,B000GULKW6,Can this really be gluten free?,"I served this wonderful cake at a Christmas party at my house.  As the only celiac in the crowd, I decided to wait until the others had tried it, before revealing that it was gluten free.  Everyone raved over the great taste!  The package included directions for making the mix into a carrot cake, which is how I served it.  My own two boys said it was the best cake I had ever made, including the traditional wheat flour cakes I sometimes make for the rest of my family.  It was moist, spicy, and rich.  It reminded me of the cakes my grandmother made when I was growing up, and she was a terrific cook.  I highly recommend this one!"
560109,B003DA54NC,I'll be going through a lot of these!,"My puppy is ALL about these!  She chewed through one in a week and is halfway through her second after only 2 days (and for the record, she's a 5-lb schnoodle, not a big dog)  I suspect I'll be buying a lot of these in my future"
65620,B001EQ5Q3U,"Real tea, America!","I am not one to play the race card, but when it comes to tea I stand firmly on my Britishness.  Tetley's British Blend is real tea, not the pallid, anemic apology for tea that skulks in silly little bags (twee bags) with strings and tags and staples and other absurd paraphernalia attached, in a vain attempt to disguise the uselessness of trying to extract any vestige of taste from the contents.  These are round, robust bags that sit purposefully at the base of the cup and mean business.  They contain real tea with real taste.  Make sure the water is boiling hot when you pour it on, give the bag a minute to soak - encourage it with a little squeezing - then add a drop of low-fat milk or a slice of lemon and enjoy a true cuppa, taking time to sneer at the poor, deluded fools around you, sipping at their pathetic rosehip infusions or vanilla flavored Lobsang Souchang Rama Gupta, or whatever it is.<br /><br />The shelf life is long enough for you to buy it in bulk, and Amazon's price is good, so treat yourself to a proper cuppa.  Coffee can only start your day.  Tea can make it."
343775,B00284TTG2,Hits the Spot,I add a shot or 2 on Sat am to get me motivated and this does the trick.  Tasty too.
20291,B001BDDTB2,My cats seem to like it,"When reviewing cat food, you really can't go with taste since cat food is disgusting, but my cats really seem to like it. When I open a can they run to the bowl. Not that they don't usually run to the bowl but they are very enthusiastic about this stuff.<br /><br />The main problem I have is that it's in little cans so there's not much. I have three cats. And it's a little too watery. The food and ""gravy"" quotient is heavy on the ""gravy"" side. Also it stinks a little. Most cat food stinks but I distinctly smelled this one. So it stinks more than usual.<br /><br />Beyond that, if you can afford it and you have finicky cats, give it a shot."
419903,B001ELL3I2,"High in salt, unlike what the nutrition information says.","I bought this because there is an external site that says there is no salt, and the nutrition information says no salt. Actually each TBSP contains 680mg of salt (28% of your daily intake)."
51405,B0014UAHQM,VERY FLEXIBLE,"IN THE PAST I HAVE HAD TROUBLE WITH OTHER COMPANIES THAT WOULD REQUIRE A SIGNATURE ON DELIVERY AND IT MADE IT ALMOST IMPOSSIBLE TO GET THE PACKAGE.  BUT AFTER PLACING MY ORDER WITH THE COMPANY THIS TIME, I CALLED AND I ASKED THE WOMAN IF SHE COULD HAVE THE PKG DELIVERED WITH NO SIGNATURE.  AND SHE SAID THEY COULD DO THAT.  I WAS PLEASANTLY SURPRISED  WHEN SHE SAID THAT.  AND SO WHEN THE PKG ARRIVED IT SAID ON THE LABEL, LEAVE NO SIGNATURE.  SO THAT MADE IT A VERY PLEASANT AND CONVENIENT EXPERIENCE.  THANK YOU"
51085,B000FIXT2I,"No flavor, suitable only as bread.","I bought this because of the rave reviews on amazon. When I actually ate a bowl, I found out that this is rice and just rice. No flavor, no seasoning, no taste. It's like buying a microwavable ""lunch"" bowl of bland, raw chicken. Why??"
467427,B0098LZ23W,Bacony cheesy oniony goodness,I just broke one of these muffins into a bowl of creamy tomato soup...like<br />having a blt/grilled cheese yummy and warms your belly.
411763,B000CQC05U,Ahhh finally truly spicy chai in a tea bag,"I once had a soy chai latte that blew my mind. I was driving through Missoula Montana. I have yearned for years to capture that taste again. I have tried chai after chai with no luck. This chai comes close. If you like spicey chai but without all the sugar and milk in the premixed, this may be your chai."
269532,B00416T8Q6,BRILLIANT,"There is no going back.  The Ceylon Cinnamon is strong/subtle, sweet/spicy.  I've added it to my morning Greek Yoghurt with honey and ground flax seeds.  Oh my!  I will always buy this!!  NO GOING BACK!!!!!"
503983,B001E4S8GO,Best conventional PB out there!,Had been buying Smuckers but all that mixing was no wearing on me.  Plus this also come in the crunchy variety.  YES! If it were not for the added sugar it would get 5 stars.
242805,B000JCIHV8,Just in time!,The box arrived on time and when they said it would. I got it just in time to wrap it up for Christmas!
1218,B005O072PC,Tasty,"Excellent and tasty though I thought not enough garlic so I added more. When I order GARLIC I guess I expect more of it.  But perfect if you have guests as it will never offend anyone. Omaha always is sure to do everything to please their customers, a premier company, hard to find anymore."
2686,B000SAPXSQ,"eliminate the ""natural flavor"" additive","Upon opening the sealed bag, I was struck by an unpleasant scent.  Looking at the ingredients I saw, in addition to the black tea and rosebuds, a ""natural flavor"" additive.  I believe this additive is the culprit to ruining what should have been a delightful bouquet to my nose.  Then I brewed this tea, and could still taste that additive, but overall the tea was tasty.  I hope the Davidson family reads our reviews because I am certain that, if they would just refrain from adding the ""natural flavor,"" I and others would find this tea to be superb, and in keeping with the other teas I have come to enjoy from Davidson's.  For example, upon opening their Darjeeling loose tea, as well as their Assam loose tea, my nose is struck with a lovely bouquet ~ this is what one wants to experience from superb teas.  I will look forward to Davidson's responding to my (and other customer's) suggestion re: this nasty flavor additive.  I've enjoyed tea with rose petals while in India, and they did not put anything other than the tea and the dried rose petals."
25084,B0081XIA1E,Two paws down,"My ten pound Yorkie is very food centric when it comes to games - if there isn't food, he isn't playing.  We have several bumble balls and kongs that he loves to play with and thought this treat wheel would be a fun new game for him.  The yellow playing pieces were much too big for him to get his mouth around and he was unable to master using his paws to flip them out of the holders.  For a dog that LOVES any game that involves food, this just proved much too frustrating for him. And believe me, we tried to help our little guy out with this. We left the yellow cups off and just slightly rotated the wheel, but even that was too difficult for him to ""spin"" as it did not move easily.  And it's not like our dog isn't ""Paw-centric"" as he is actually quite adept at using his paws to move and flip his Kong, and to fish treats out from under furniture, etc.  We tried over the course of several weeks to try and help our pal get the hang of this toy, but all parties finally agreed that this just wasn't fun the way a toy should be. Perhaps if you have a bigger dog this will work for you, but it received two paws down from our little buddy.<br /><br />One other concern that I had was the fact that the small hole in the top of the yellow cups seemed just the right opening for a dog to catch a nail in and get stuck on his paw. Granted that on one should ever leave a pet and a toy unattended, but something for people to keep in mind if they do buy this product. (yes I'm a worry wart pet parent, but you'd be amazed at the predicaments our pets have gotten themselves into...)"
543028,B002R81A16,Cheap,"I don't think this thing is meant to be smoked out of, not that that stopped me. But talk about paranoia I think the paint inside the bowl is going to kill me. But only time will tell (& if someone from my job is reading this I'm talking about tobacco)."
51667,B0002PHEU2,Great product,"A little goes a long way, I use it to flavor apple juice and 1 tsp. will work for 3 gallons of juice."
5363,B004565GV8,I really wanted to love this gum..,"Initially, the flavor is fairly accurate, however weak- from there, the flavor diminishes rapidly. I just timed it, and this gum goes flat within 5 minutes.<br />In light of my experience, I find these rave reviews somewhat... amusing; one reviewer even went as far as to describe it as ""incredibly tart"". Meh.<br />Like many new products in the realm of gum, pop, energy drinks, and fast food, they only need you to buy one. If everyone does that, they'll be sitting pretty.<br />Based on this experience, I have no desire to try the other flavors of Extra Dessert Delights.<br />Three stars = It's OK, but doesn't live up to the hype."
38777,B005JDTUX6,"bad candy, inaccurate description","For one thing, these aren't the eyeball candy I was looking for my Halloween dinner to put on my cupcake, the eyeballs are only on the wrapper, not on the candy itself.<br />Secondly, these candy taste old and yucky, the filling is very dry and stick to my teeth like crazy, I thought I'll just have to eat them since I can't use them for my cupcake decoration, but they're no good at all.<br />I could have returned it, but it doesn't even worse the trouble, so I just throw them all out in my garbage can!"
96462,B0047Z0S6A,Not Really,Tasted almost like just vanilla pudding to me.  Won't buy again .  Go back to my Hunt's tapioca Pudding cups.
8674,B003VXFK44,Wolfgang K-cup,"K-cups are marginally better than good coffee that I can buy at the store for 1/2 the price or less. This product was offered at $19.95 and I was willing to purchase it but it immediately went up to $26.95. It is not really worth $19.95 and is certainly not worth any increase. Additionally, what's the deal on offering INSTANT COFFEE in K-cups for $15.99 leaving us to think it's a good deal on REAL coffee. Do you want to lose our trust (business)???? That's a good way to do it!!!!!!!!!!<br />jb"
9044,B006N3IG4K,Great Flavor & Coffee,It's a great flavor and makes a great cup of coffee. I fine you can have more than 1 cup of this coffee and not feel like it's too much of a flavored coffee. Puck has captured a great flavor with this coffee.
312025,B000EVG8HY,Yum!!  Wish they were slightly less so!!,"Not only can't I, the celiac in the family, stop eating them; but my non-celiac husband regularly steals them before I get to them!"
57532,B001D3LV5Q,Not even fun to chew,"The sugar comes out almost immediately, then it turns into a goopy mess for the next 5 minutes until it finally starts to stiffen up. I admit I don't like gum that much, but this is awful. Maybe I just got a bad batch or something."
221865,B001FXQALO,NOT metallic,"There is nothing metallic about this color. It is gold in the fact that it is yellow, but that is it. There isn't any sheen or sparkle. I was bummed."
36421,B004CLCEDE,Diffrent,"If you have never tried these before, be wary not everyone will like them. They can be a little chewy and have a weird smell. But if you through them in a hot empty pan both of these should go away. but I would say try first then buy."
75220,B0026RQTGE,less than I ordered,"The ad says 30 regular greenies, but the package I received says<br />27 greenies."
65748,B0002AQKDY,Addicted Kitties,Our 2 tabbies are nuts for these chicken-flavored treats! (and ONLY these treats!)
365,B00437JI8Q,Best Bar,These are my favorite bars ever. The combo of raisons and dark choc is wonderful! Very filling! These are hard to find in the stores. I'm thankful for subsrcibe and save!
385801,B000I48STS,didn't get what i asked for,"the one i got says ""cleanse"" on the box, I don't know what it means, but I know that I picked the one that doesn't say ""cleanse"" on the box. i'm all the more angry because that one costs way cheaper. and all the more am i angry because i'm not going to bother to go through the refund process. plus it took it ages to arrive"
316998,B002PY3PPQ,top class plant food,"my blooms have doubled in size, my baskets and tubs are the envy of the street,i will definitly be using this product again"
46787,B001EQ4SHK,hershey's Cocoa Special Dark,Not sweet at all.  a little bit bitter but it does the job done when I mix with Protein shake.  works well.
32061,B000XEXCSA,This will most likely cause Cancer years from now but.......,"That doesn't stop the majority of us from drinking this though. Yet I write this drinking one, so I can stay up the rest of the night to write a 8-10 page research paper for my University, so what can I say? Yet as an athlete and the brother of a diabetic, I can truly say that these Monster Energy drinks are horrible for you. However, they are an addiction. Some smoke others gamble but I choose to drink Monster. It is the only energy drink I enjoy and I will most likely keep it that way."
1156,B004134H9W,Like to gamble? Buying the St. Patty's Dried Fruit Basket is a Crap-Shoot,"Buying this product seems to be almost literally like rolling the dice in a game of craps!<br /><br />My experience with this seems to be similar to the experience of ""Peter R."", unfortunately.<br /><br />The price was excellent.  I ordered mine after the date of "" J. Robert Bois'"" positive experience / review was written but before the date of ""Cindy 2366's"" positive experience / written review.  I bought these & gave them to my Dad, as he *LOVES* dates.  I noticed when I was visiting him, the dried fruit basket was hanging around in his 'fridge a lot longer than any other date basket I had ever ordered for him.<br /><br />Finally I asked him about them.  He said that he did not want to be rude to me or hurt my feelings but....  the dates, well, he was wondering if he should try & eat the seeds in the center & see if they were soft, because the dates themselves were hard as a rock & tasted stale.  I was mortified to say the least...  Then he wanted to know (jokingly) if he had done something to make me mad & I bought these for him as his punishment.  (No, but I had to laugh when he asked about that.)<br />Me personally, I have not tried them.  I will take his word for it!  :)<br /><br />I told him to throw it away or put it out for the squirrels.  After a week of offering the dates,  I picked them up out of his backyard and threw them away.  The squirrels, opossums, & raccoons declined to dine on the dates.<br /><br />It seems to be hit or miss with the ""Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket"" purchase.<br /><br />I will not say flat out ""NO!  Do Not Purchase This Item, It is Not Good!""  That is a choice you will have to make on your own.  I just wanted to pass along my experience with the gift basket.<br /><br />Thank Goodness I caught it when it was on special & did not have the full current purchase price invested in the box!  I would have been really sad then!<br /><br />Amazon, as usual, did a fabulous job with the shipping, packaging, and they arrived quickly, in the time frame advertised / promised.<br /><br />Best of luck & I hope others have better experiences than my Dad / I had!<br /><br /><a href=""http://www.amazon.com/gp/product/B004134H9W"">Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket</a>"
2915,B000F9Z1WI,"Good, and just enough to satisfy you.","My family is on the last box.  My oldest daughter ate most of the cookies.  She likes peanut butter more than anything, and these 100-calorie pouches had just the right amount and they taste great."
78667,B00472I5A4,Kettle Chips Make Great Mouse Food,"After waiting a ridiculous amount of time for my case of 15 5oz bags to arrive, upon opening the box noticed that every bag had been chewed open by a mouse.  Don't know if it is still in the box, but it is outside on the porch.  When my son gets home, I'm going to have pictures taken and email to Amazon.  The outside Amazon box was intact, so it had to be either from the Kettle Chips people or the Amazon warehouse, don't know which.  I will never buy these again from Amazon.  I cannot tell you how disgusted I am with this purchase.  It makes me sick to think about it!<br /><br />I included pictures at the top of the page.  Poor little mousie must have high cholesterol now.<br /><br />Update:  I forgot to mention that I offered to email the above pictures of the mouse damage to Amazon but was told they didn't want them."
9705,B001LXYA5Q,"It works, but not as expected.","As other reviewers have pointed out, the effects vary from person to person. Each tablet seemed to last up to a half hour (longer for my sister)and while it did make things noticeably sweeter, the initial taste of something was identical, and it slowly got sweeter after the first half a second. Oh, and sour/bitter drinks like Monster took on a sickly sweet syrupy flavor that may leave you feeling a bit ill after. Don't try Apple cider vinegar, it tastes fine if a bit odd on your tongue, but as soon as it hits your throat the flavor and fumes were overpoweringly awful."
245706,B004OAZ36I,Definitely worth it!,Coffee arrived before said arrival date and everything is as advertised. I would definitely recommend to anyone that likes the K cup.
196176,B000FSKIOA,What real jerky taste like,S what if it is salty it is jerky.  Just eat a few pieces when you are out for a hike and drink your water.  No need to eat a whole bag at once and OD on the salt
57319,B00817GPWQ,not worth the money vey weak,"This was a very disappointing coffee.  It is very weak, I had to set my brew to a medium just to get any flavor from it and  large is very watered down. I would find something different before buying this again."
117415,B000NMCQSO,It was not adequately specified,It said is a Cinnamos Gum and when qe received it it was Cinnamint.  I was looking for only Cinnamon Gum.
478108,B001NZVW80,Buster Likes It!,My dog has had problems with his cruciate ligaments and this food seems to help him.  He also loves the taste!
9113,B006N3IG4K,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
4379,B004391DK0,"good product, too expensive",The product is very good. Way too expensive and at almost 5.00 a box to get pancakes or biscuits I was disappointed
70862,B00466PH7K,Item Listing is Mixed Up,"I am providing this rating not based on the quality of the product, but based on the fact that what is listed is not what is delivered. This listing is a combination of information for two different products: the Revolution Foods item in the title and Product Description and the HappyBaby food pouch shown as the product image and described in the product features. What I received was the HappyBaby food pouch and not the Revolution Foods item."
